animal,urban,humanDisturbed,UTI,tolerance,invasion.potential,Brain,Body,broodValue,HA,DA
Megascops_clarkii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Megascops_seductus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Megascops_barbarus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Megascops_ingens,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Gymnoglaux_lawrencii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Bubo_vosseleri,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bubo_virginianus,0,0,-0.035849652893697126,avoider,NA,14.9766129,1198.627957,-1.558375224,0.4,0.09
Bubo_leucostictus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bubo_scandiaca,0,1,NA,NA,NA,15.87333333,1894,-1.619846689,NA,NA
Bubo_coromandus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Bubo_poensis,0,1,NA,NA,NA,9,660.5,NA,NA,NA
Bubo_sumatranus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Bubo_philippensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bubo_bengalensis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Bubo_africanus,0,0,NA,NA,NA,8.91,635,NA,NA,NA
Bubo_capensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Bubo_bubo,0,1,NA,NA,NA,17.71,2686,-1.817804017,NA,NA
Bubo_ascalaphus,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Bubo_lacteus,0,1,NA,NA,NA,17.5,2164.5,NA,NA,NA
Bubo_nipalensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bubo_shelleyi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ketupa_blakistoni,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ketupa_flavipes,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ketupa_zeylonensis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Ketupa_ketupu,1,1,NA,NA,NA,13.21,770,NA,NA,NA
Scotopelia_ussheri,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Scotopelia_peli,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scotopelia_bouvieri,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pulsatrix_koeniswaldiana,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pulsatrix_melanota,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pulsatrix_perspicillata,0,1,NA,NA,NA,10.98,1000,NA,NA,NA
Jubula_lettii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Lophostrix_cristata,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Strix_occidentalis,0,0,NA,NA,NA,NA,NA,-1.379959791,NA,NA
Strix_nigrolineata,0,1,NA,NA,NA,7.3125,527.5,NA,NA,NA
Strix_virgata,1,1,NA,NA,NA,6.1,329.5,NA,NA,NA
Strix_fulvescens,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Strix_hylophila,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Strix_huhula,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Strix_varia,1,1,-0.009455158770755201,"NA",NA,12.2125,696.425,-1.421146772,0.45,0.24
Strix_rufipes,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Strix_woodfordii,0,1,NA,NA,NA,5.7,350,NA,NA,NA
Strix_uralensis,0,1,NA,NA,NA,11.61,784.5,-1.358449869,NA,NA
Strix_aluco,1,1,-1.9998000266596705e-4,"NA",NA,9.25,380,-1.330611681,0.454545454545455,0.17
Strix_albitarsis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Strix_leptogrammica,0,0,-0.0033277900926744763,NA,NA,NA,NA,NA,NA,NA
Strix_nebulosa,0,1,NA,NA,NA,13.30833333,1037.591667,-1.414741245,NA,NA
Strix_ocellata,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Strix_chacoensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Strix_butleri,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Strix_seloputo,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_leucotis,1,1,NA,NA,NA,5.3,204,NA,NA,NA
Otus_manadensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Asio_flammeus,0,1,NA,NA,NA,5.160416667,304.70625,-1.414683199,NA,NA
Asio_abyssinicus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Asio_capensis,0,1,NA,NA,NA,6.2,310,NA,NA,NA
Asio_stygius,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Asio_otus,0,1,-0.0014988761237355597,"NA",NA,5.312857143,209.6828571,-1.428022222,0.466666666666667,0
Asio_madagascariensis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoscops_grammicus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoscops_clamator,1,1,-0.008959741371471708,NA,NA,6.4,400,NA,NA,NA
Nesasio_solomonensis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_icterorhynchus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_fuliginosus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_angelinae,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Otus_brucei,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_magicus,0,1,NA,NA,NA,3.9,165,NA,NA,NA
Otus_balli,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_spilocephalus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_enganensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Otus_megalotis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Otus_bakkamoena,1,1,NA,NA,NA,4.2,139.075,NA,NA,NA
Otus_collari,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_brookii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Otus_rufescens,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mimizuku_gurneyi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Otus_sunia,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_insularis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Otus_rutilus,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_umbra,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_thilohoffmanni,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Otus_moheliensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Otus_pauliani,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Otus_alius,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Otus_mantananensis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_beccarii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Otus_alfredi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Otus_silvicola,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_siaoensis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_capnodes,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_mayottensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_elegans,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_sagittatus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Otus_hartlaubi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Otus_mirus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Otus_mentawi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Otus_longicornis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Otus_scops,1,1,-1.9998000266596705e-4,"NA",NA,2.510416667,77.1125,-0.765399117,0.4375,0.17
Otus_senegalensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_pembaensis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_podarginus,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Otus_ireneae,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Xenoglaux_loweryi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Uroglaux_dimorpha,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ninox_punctulata,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Ninox_scutulata,1,1,NA,NA,NA,3.1,195,NA,NA,NA
Ninox_natalis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ninox_rudolfi,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Ninox_squamipila,0,1,NA,NA,NA,4.4,130,NA,NA,NA
Ninox_variegata,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ninox_novaeseelandiae,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ninox_connivens,0,0,NA,NA,NA,6.4,700,NA,NA,NA
Ninox_ios,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ninox_sumbaensis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Ninox_philippensis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Ninox_affinis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Ninox_theomacha,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Ninox_odiosa,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Ninox_strenua,1,1,NA,NA,NA,10.75,1400,NA,NA,NA
Ninox_burhani,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Ninox_ochracea,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Ninox_rufa,0,0,NA,NA,NA,8.73,953.75,NA,NA,NA
Ninox_jacquinoti,0,0,NA,NA,NA,4.375,175.725,NA,NA,NA
Ninox_meeki,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Ninox_superciliaris,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Leptosomus_discolor,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pharomachrus_antisianus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pharomachrus_fulgidus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pharomachrus_pavoninus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pharomachrus_auriceps,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pharomachrus_mocinno,0,1,NA,NA,NA,2.42,206,NA,NA,NA
Euptilotis_neoxenus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Apaloderma_narina,0,1,NA,NA,NA,1.57,67.75,NA,NA,NA
Apaloderma_aequatoriale,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Apaloderma_vittatum,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Harpactes_oreskios,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Harpactes_fasciatus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Harpactes_diardii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Harpactes_whiteheadi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Harpactes_erythrocephalus,0,0,-0.0037429862788340706,"NA",NA,1.825,74.5,NA,0.25,0.24
Harpactes_ardens,0,0,NA,NA,NA,2.05,105.4,NA,NA,NA
Harpactes_wardi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Harpactes_kasumba,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Harpactes_orrhophaeus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Harpactes_duvaucelii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Apalharpactes_mackloti,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Apalharpactes_reinwardtii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Priotelus_temnurus,0,0,NA,NA,NA,1.2,58,NA,NA,NA
Priotelus_roseigaster,0,1,NA,NA,NA,1.36,74,NA,NA,NA
Trogon_surrucura,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Trogon_curucui,0,1,NA,NA,NA,1.9,52.2,NA,NA,NA
Trogon_caligatus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Trogon_violaceus,0,0,NA,NA,NA,1.4125,57.65,NA,NA,NA
Trogon_citreolus,0,1,NA,NA,NA,1.53,83.1,NA,NA,NA
Trogon_melanocephalus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Trogon_viridis,0,1,NA,NA,NA,1.75,88,NA,NA,NA
Trogon_chionurus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Trogon_bairdii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Trogon_comptus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Trogon_massena,0,1,NA,NA,NA,2.2,150.75,NA,NA,NA
Trogon_melanurus,0,0,NA,NA,NA,1.93,119,NA,NA,NA
Trogon_clathratus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Trogon_rufus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Trogon_elegans,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Trogon_mexicanus,0,0,-0.04592893188839975,"NA",NA,NA,NA,NA,0.333333333333333,0
Trogon_personatus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Trogon_mesurus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Trogon_collaris,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Trogon_aurantiiventris,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Buceros_bicornis,0,0,NA,NA,NA,18.91,2798.5,NA,NA,NA
Buceros_hydrocorax,0,0,NA,NA,NA,17,1400,NA,NA,NA
Buceros_rhinoceros,0,0,NA,NA,NA,18.01,2380,NA,NA,NA
Rhinoplax_vigil,0,0,NA,NA,NA,20.72,2892.5,NA,NA,NA
Aceros_leucocephalus,0,0,NA,NA,NA,13.27,1086,NA,NA,NA
Aceros_nipalensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aceros_cassidix,0,0,NA,NA,NA,18.84,2360,NA,NA,NA
Aceros_narcondami,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aceros_waldeni,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aceros_plicatus,0,0,NA,NA,NA,15.98,1720,NA,NA,NA
Aceros_undulatus,0,0,NA,NA,NA,18.91,2232.5,NA,NA,NA
Aceros_subruficollis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Penelopides_samarensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Penelopides_panini,0,0,-0.007637427129211005,"NA",NA,7.35,420,NA,0.333333333333333,0.21
Penelopides_manillae,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Penelopides_exarhatus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Penelopides_affinis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Penelopides_mindorensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aceros_everetti,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aceros_corrugatus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aceros_comatus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Anthracoceros_malayanus,0,0,NA,NA,NA,11.66,1050,NA,NA,NA
Anthracoceros_albirostris,0,1,NA,NA,NA,8.22,893,NA,NA,NA
Anthracoceros_coronatus,0,1,NA,NA,NA,8.27,300,NA,NA,NA
Anthracoceros_montani,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Anthracoceros_marchei,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Anorrhinus_austeni,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Anorrhinus_tickelli,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Anorrhinus_galeritus,0,0,NA,NA,NA,9.95,1172,NA,NA,NA
Ocyceros_griseus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Ocyceros_birostris,0,1,NA,"NA",NA,4.71,375,NA,0.375,0.17
Ocyceros_gingalensis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Tropicranus_albocristatus,0,0,NA,NA,NA,5.06,1415,NA,NA,NA
Bycanistes_bucinator,0,0,NA,NA,NA,7.77,644,NA,NA,NA
Bycanistes_cylindricus,0,1,NA,NA,NA,10.49,1105.5,NA,NA,NA
Bycanistes_subcylindricus,0,1,NA,NA,NA,14.3,1200.5,NA,NA,NA
Bycanistes_brevis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bycanistes_fistulator,0,1,NA,NA,NA,8.3,510,NA,NA,NA
Bycanistes_albotibialis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Ceratogymna_elata,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Ceratogymna_atrata,0,1,NA,NA,NA,13.99,1203.5,NA,NA,NA
Bucorvus_cafer,0,0,NA,NA,NA,26.25,4358,NA,NA,NA
Bucorvus_abyssinicus,0,0,NA,NA,NA,24.61,3767.5,NA,NA,NA
Tockus_deckeni,0,0,NA,NA,NA,3.57,169.5,NA,NA,NA
Tockus_fasciatus,0,1,NA,NA,NA,4.97,259.5,NA,NA,NA
Tockus_hemprichii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Tockus_bradfieldi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Tockus_nasutus,0,0,NA,NA,NA,4.2,156.5,NA,NA,NA
Tockus_alboterminatus,1,1,NA,NA,NA,4.92,224.5,NA,NA,NA
Tockus_jacksoni,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Tockus_leucomelas,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Tockus_camurus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Tockus_monteiri,0,0,NA,NA,NA,3.2,200,NA,NA,NA
Tockus_pallidirostris,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Tockus_flavirostris,0,0,NA,NA,NA,4.3875,237.75,NA,NA,NA
Tockus_erythrorhynchus,0,0,NA,NA,NA,3.65,140,NA,NA,NA
Tockus_hartlaubi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Phoeniculus_bollei,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Phoeniculus_somaliensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Phoeniculus_damarensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Phoeniculus_purpureus,0,1,NA,"NA",NA,2.05,780,NA,0.416666666666667,0.09
Phoeniculus_castaneiceps,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Rhinopomastus_cyanomelas,0,0,NA,NA,NA,1.09,28,NA,NA,NA
Rhinopomastus_minor,0,0,NA,NA,NA,1.02,21.7,NA,NA,NA
Rhinopomastus_aterrimus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Upupa_epops,1,1,-0.004964933791266368,avoider,NA,1.4,61.4,-1.100633642,0.428571428571428,0.16
Merops_philippinus,1,1,-0.4545726822151921,NA,NA,NA,NA,NA,NA,NA
Merops_superciliosus,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Merops_persicus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Merops_ornatus,1,1,NA,"NA",NA,0.60875,25.5625,NA,0.45,0
Merops_apiaster,0,1,0.01324422671726803,exploiter,NA,0.91,56.6,-0.777648203,0.458333333333333,0
Merops_orientalis,0,1,-0.0012444114004619422,"NA",NA,0.485,18.275,NA,0.444444444444444,0
Merops_viridis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Merops_leschenaulti,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Merops_nubicus,0,1,NA,NA,NA,0.9,54.4,NA,NA,NA
Merops_malimbicus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Merops_albicollis,0,1,NA,NA,NA,0.53,25.9,NA,NA,NA
Merops_revoilii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Merops_muelleri,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Merops_gularis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Merops_oreobates,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Merops_variegatus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Merops_pusillus,0,1,NA,NA,NA,0.42,13.2,NA,NA,NA
Merops_hirundineus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Merops_nubicoides,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Merops_boehmi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Merops_breweri,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Merops_bulocki,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Merops_bullockoides,0,1,-0.002995508979798167,avoider,NA,NA,NA,NA,0.416666666666667,0
Meropogon_forsteni,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Nyctyornis_athertoni,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Nyctyornis_amictus,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Brachypteracias_squamiger,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Uratelornis_chimaera,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Atelornis_pittoides,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Atelornis_crossleyi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Brachypteracias_leptosomus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Coracias_caudatus,0,1,NA,NA,NA,2.13,108,NA,NA,NA
Coracias_temminckii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Coracias_benghalensis,1,1,NA,"NA",NA,NA,NA,NA,0.428571428571428,0.31
Coracias_garrulus,0,1,NA,NA,NA,2.15,129.3,-0.913813852,NA,NA
Coracias_abyssinicus,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Coracias_spatulatus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Coracias_cyanogaster,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Coracias_naevia,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Eurystomus_glaucurus,1,1,NA,NA,NA,1.8,110,NA,NA,NA
Eurystomus_orientalis,1,1,NA,avoider,NA,2.025,84.4,NA,0.4375,0
Eurystomus_azureus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Eurystomus_gularis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Todus_multicolor,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Todus_todus,0,1,NA,NA,NA,0.409,6.52,NA,NA,NA
Todus_angustirostris,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Todus_subulatus,0,1,NA,NA,NA,0.4325,7.8625,NA,NA,NA
Todus_mexicanus,0,1,-0.4618454415442719,NA,NA,0.4015,5.825,-1.064457989,NA,NA
Megaceryle_torquata,0,1,NA,NA,NA,3.7,325.5,NA,NA,NA
Megaceryle_lugubris,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Megaceryle_alcyon,0,1,NA,"NA",NA,2.4,122.95,NA,0.416666666666667,0.24
Megaceryle_maxima,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Ceryle_rudis,0,1,NA,NA,NA,1.65,84.4,-0.77815125,NA,NA
Chloroceryle_inda,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Chloroceryle_americana,1,1,NA,NA,NA,0.986666667,34.35,NA,NA,NA
Chloroceryle_aenea,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Chloroceryle_amazona,0,0,NA,NA,NA,1.925,119.25,NA,NA,NA
Lacedo_pulchella,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Melidora_macrorrhina,0,1,NA,NA,NA,2.38,99.5,NA,NA,NA
Clytoceyx_rex,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Dacelo_tyro,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dacelo_gaudichaud,0,1,NA,NA,NA,2.23,143,NA,NA,NA
Dacelo_novaeguineae,1,1,-0.46075557112118437,avoider,0.69,4.135,275,-1.44538791,0.428571428571428,0.23
Dacelo_leachii,1,1,NA,NA,NA,4.408333333,274.8333333,NA,NA,NA
Cittura_cyanotis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Tanysiptera_galatea,1,1,NA,NA,NA,1.48,50,NA,NA,NA
Tanysiptera_danae,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Tanysiptera_hydrocharis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Tanysiptera_ellioti,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Tanysiptera_riedelii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Tanysiptera_carolinae,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Tanysiptera_sylvia,0,0,NA,NA,NA,1.13125,48.75,NA,NA,NA
Tanysiptera_nympha,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Actenoides_lindsayi,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Actenoides_princeps,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Actenoides_monachus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Actenoides_hombroni,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Actenoides_concretus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Actenoides_bougainvillei,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Syma_megarhyncha,0,0,NA,NA,NA,1.4,61.5,NA,NA,NA
Syma_torotoro,0,1,NA,NA,NA,1.11,35,NA,NA,NA
Todiramphus_tutus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Todiramphus_macleayii,1,1,NA,avoider,NA,1.060833333,35.06666667,NA,0.45,0.17
Todiramphus_lazuli,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Todiramphus_farquhari,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Todiramphus_chloris,1,1,-0.301524273425698,"NA",NA,1.391666667,67.86666667,NA,0.461538461538462,0.17
Todiramphus_australasia,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Todiramphus_sanctus,1,1,-9.984523996120487e-5,avoider,NA,1.03,38.26666667,NA,0.473684210526316,0.24
Todiramphus_veneratus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Todiramphus_ruficollaris,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Todiramphus_leucopygius,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Todiramphus_gambieri,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Todiramphus_cinnamominus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Todiramphus_saurophaga,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Todiramphus_nigrocyaneus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Todiramphus_enigma,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Todiramphus_recurvirostris,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Todiramphus_pyrrhopygius,0,0,NA,NA,NA,1.15,58.5,NA,NA,NA
Todiramphus_albonotatus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Todiramphus_diops,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Todiramphus_funebris,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Todiramphus_godeffroyi,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Todiramphus_winchelli,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Halcyon_chelicuti,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Halcyon_badia,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Halcyon_albiventris,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Halcyon_senegalensis,1,1,NA,NA,NA,1.5,58.6,NA,NA,NA
Halcyon_smyrnensis,1,1,-0.0015055337673882303,"NA",NA,1.7875,85.25,NA,0.470588235294118,0.33
Halcyon_cyanoventris,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Halcyon_malimbica,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Halcyon_coromanda,1,1,NA,NA,NA,NA,NA,NA,NA,NA
